Year,Household food security status,Geography,Gender,Age group,Economic family type,Visible minority,Indigenous population,GeoCode,Value
2021,Food secure,Nunavut,All genders,,Persons in economic families,,,62,52.3
2021,Food insecure,Nunavut,All genders,,Persons in economic families,,,62,47.7
2021,"Food insecure, moderate or severe",Nunavut,All genders,,Persons in economic families,,,62,45.9
2021,"Food insecure, moderate",Nunavut,All genders,,Persons in economic families,,,62,29.8
2021,"Food insecure, severe",Nunavut,All genders,,Persons in economic families,,,62,16.1
2021,Food secure,Nunavut,All genders,,Persons in non-senior families,,,62,52.1
2021,Food insecure,Nunavut,All genders,,Persons in non-senior families,,,62,47.9
2021,"Food insecure, moderate or severe",Nunavut,All genders,,Persons in non-senior families,,,62,46.0
2021,"Food insecure, moderate",Nunavut,All genders,,Persons in non-senior families,,,62,29.6
2021,"Food insecure, severe",Nunavut,All genders,,Persons in non-senior families,,,62,16.4
2021,Food secure,Nunavut,All genders,,Persons in couples,,,62,85.9
2021,Food secure,Nunavut,All genders,,Persons in couple families with children,,,62,52.4
2021,Food insecure,Nunavut,All genders,,Persons in couple families with children,,,62,47.6
2021,"Food insecure, moderate or severe",Nunavut,All genders,,Persons in couple families with children,,,62,46.8
2021,Food insecure,Nunavut,Woman+,,Persons in one-parent families where the parent is a woman+,,,62,86.0
2021,"Food insecure, moderate or severe",Nunavut,Woman+,,Persons in one-parent families where the parent is a woman+,,,62,86.0
2021,Food insecure,Nunavut,All genders,,Persons in other non-senior families,,,62,63.1
2021,"Food insecure, moderate or severe",Nunavut,All genders,,Persons in other non-senior families,,,62,56.7
2021,Food secure,Nunavut,All genders,,Persons not in an economic family,,,62,73.2
2021,Food secure,Nunavut,All genders,,Non-seniors not in an economic family,,,62,70.6
2022,Food secure,Canada,All genders,,All persons,,,,76.9
2022,Food insecure,Canada,All genders,,All persons,,,,23.1
2022,"Food insecure, marginal",Canada,All genders,,All persons,,,,6.0
2022,,,,,,,,,17.0
2022,"Food insecure, moderate",Canada,All genders,,All persons,,,,11.0
2022,"Food insecure, severe",Canada,All genders,,All persons,,,,6.1
2022,Food secure,Canada,All genders,,Persons in economic families,,,,77.4
2022,Food insecure,Canada,All genders,,Persons in economic families,,,,22.6
2022,"Food insecure, marginal",Canada,All genders,,Persons in economic families,,,,6.3
2022,"Food insecure, moderate or severe",Canada,All genders,,Persons in economic families,,,,16.4
2022,"Food insecure, moderate",Canada,All genders,,Persons in economic families,,,,11.0
2022,"Food insecure, severe",Canada,All genders,,Persons in economic families,,,,5.4
2022,Food secure,Canada,All genders,,Persons in senior families,,,,89.0
2022,Food insecure,Canada,All genders,,Persons in senior families,,,,11.0
2022,"Food insecure, marginal",Canada,All genders,,Persons in senior families,,,,3.8
2022,"Food insecure, moderate or severe",Canada,All genders,,Persons in senior families,,,,7.3
2022,"Food insecure, moderate",Canada,All genders,,Persons in senior families,,,,5.0
2022,"Food insecure, severe",Canada,All genders,,Persons in senior families,,,,2.3
2022,Food secure,Canada,All genders,,Persons in senior couples,,,,91.8
2022,Food insecure,Canada,All genders,,Persons in senior couples,,,,8.2
2022,"Food insecure, marginal",Canada,All genders,,Persons in senior couples,,,,3.1
2022,"Food insecure, moderate or severe",Canada,All genders,,Persons in senior couples,,,,5.1
2022,"Food insecure, moderate",Canada,All genders,,Persons in senior couples,,,,3.7
2022,"Food insecure, severe",Canada,All genders,,Persons in senior couples,,,,1.4
2022,Food secure,Canada,All genders,,Persons in other senior families,,,,82.8
2022,Food insecure,Canada,All genders,,Persons in other senior families,,,,17.2
2022,"Food insecure, marginal",Canada,All genders,,Persons in other senior families,,,,5.3
2022,"Food insecure, moderate or severe",Canada,All genders,,Persons in other senior families,,,,12.0
2022,"Food insecure, moderate",Canada,All genders,,Persons in other senior families,,,,7.7
2022,"Food insecure, severe",Canada,All genders,,Persons in other senior families,,,,4.3
2022,Food secure,Canada,All genders,,Persons in non-senior families,,,,75.1
2022,Food insecure,Canada,All genders,,Persons in non-senior families,,,,24.9
2022,"Food insecure, marginal",Canada,All genders,,Persons in non-senior families,,,,6.7
2022,"Food insecure, moderate or severe",Canada,All genders,,Persons in non-senior families,,,,18.1
2022,"Food insecure, moderate",Canada,All genders,,Persons in non-senior families,,,,12.2
2022,"Food insecure, severe",Canada,All genders,,Persons in non-senior families,,,,5.9
2022,Food secure,Canada,All genders,,Persons in couples,,,,82.2
2022,Food insecure,Canada,All genders,,Persons in couples,,,,17.8
2022,"Food insecure, marginal",Canada,All genders,,Persons in couples,,,,4.5
2022,"Food insecure, moderate or severe",Canada,All genders,,Persons in couples,,,,13.3
2022,"Food insecure, moderate",Canada,All genders,,Persons in couples,,,,8.2
2022,"Food insecure, severe",Canada,All genders,,Persons in couples,,,,5.1
2022,Food secure,Canada,All genders,,Persons in couple families with children,,,,75.0
2022,Food insecure,Canada,All genders,,Persons in couple families with children,,,,25.0
2022,"Food insecure, marginal",Canada,All genders,,Persons in couple families with children,,,,7.3
2022,"Food insecure, moderate or severe",Canada,All genders,,Persons in couple families with children,,,,17.7
2022,"Food insecure, moderate",Canada,All genders,,Persons in couple families with children,,,,13.4
2022,"Food insecure, severe",Canada,All genders,,Persons in couple families with children,,,,4.3
2022,Food secure,Canada,All genders,,Persons in couple families with other relatives,,,,79.8
2022,Food insecure,Canada,All genders,,Persons in couple families with other relatives,,,,20.2
2022,"Food insecure, marginal",Canada,All genders,,Persons in couple families with other relatives,,,,6.0
2022,"Food insecure, moderate or severe",Canada,All genders,,Persons in couple families with other relatives,,,,14.3
2022,"Food insecure, moderate",Canada,All genders,,Persons in couple families with other relatives,,,,9.1
2022,"Food insecure, severe",Canada,All genders,,Persons in couple families with other relatives,,,,5.2
2022,Food secure,Canada,All genders,,Persons in one-parent families,,,,56.2
2022,Food insecure,Canada,All genders,,Persons in one-parent families,,,,43.8
2022,"Food insecure, marginal",Canada,All genders,,Persons in one-parent families,,,,9.4
2022,"Food insecure, moderate or severe",Canada,All genders,,Persons in one-parent families,,,,34.4
2022,"Food insecure, moderate",Canada,All genders,,Persons in one-parent families,,,,18.3
2022,"Food insecure, severe",Canada,All genders,,Persons in one-parent families,,,,16.2
2022,Food secure,Canada,Man+,,Persons in one-parent families where the parent is a man+,,,,64.8
2022,Food insecure,Canada,Man+,,Persons in one-parent families where the parent is a man+,,,,35.2
2022,"Food insecure, marginal",Canada,Man+,,Persons in one-parent families where the parent is a man+,,,,9.9
2022,"Food insecure, moderate or severe",Canada,Man+,,Persons in one-parent families where the parent is a man+,,,,25.3
2022,"Food insecure, moderate",Canada,Man+,,Persons in one-parent families where the parent is a man+,,,,13.6
2022,"Food insecure, severe",Canada,Man+,,Persons in one-parent families where the parent is a man+,,,,11.6
2022,Food secure,Canada,Woman+,,Persons in one-parent families where the parent is a woman+,,,,53.9
2022,Food insecure,Canada,Woman+,,Persons in one-parent families where the parent is a woman+,,,,46.1
2022,"Food insecure, marginal",Canada,Woman+,,Persons in one-parent families where the parent is a woman+,,,,9.3
2022,"Food insecure, moderate or severe",Canada,Woman+,,Persons in one-parent families where the parent is a woman+,,,,36.8
2022,"Food insecure, moderate",Canada,Woman+,,Persons in one-parent families where the parent is a woman+,,,,19.5
2022,"Food insecure, severe",Canada,Woman+,,Persons in one-parent families where the parent is a woman+,,,,17.4
2022,Food secure,Canada,All genders,,Persons in other non-senior families,,,,70.9
2022,Food insecure,Canada,All genders,,Persons in other non-senior families,,,,29.1
2022,"Food insecure, marginal",Canada,All genders,,Persons in other non-senior families,,,,7.1
2022,"Food insecure, moderate or severe",Canada,All genders,,Persons in other non-senior families,,,,22.1
2022,"Food insecure, moderate",Canada,All genders,,Persons in other non-senior families,,,,13.0
2022,"Food insecure, severe",Canada,All genders,,Persons in other non-senior families,,,,9.0
2022,Food secure,Canada,All genders,,Persons not in an economic family,,,,74.8
2022,Food insecure,Canada,All genders,,Persons not in an economic family,,,,25.2
2022,"Food insecure, marginal",Canada,All genders,,Persons not in an economic family,,,,4.9
2022,"Food insecure, moderate or severe",Canada,All genders,,Persons not in an economic family,,,,20.2
2022,"Food insecure, moderate",Canada,All genders,,Persons not in an economic family,,,,10.7
2022,"Food insecure, severe",Canada,All genders,,Persons not in an economic family,,,,9.5
2022,Food secure,Canada,All genders,,Seniors not in an economic family,,,,86.5
2022,Food insecure,Canada,All genders,,Seniors not in an economic family,,,,13.5
2022,"Food insecure, marginal",Canada,All genders,,Seniors not in an economic family,,,,3.8
2022,"Food insecure, moderate or severe",Canada,All genders,,Seniors not in an economic family,,,,9.8
2022,"Food insecure, moderate",Canada,All genders,,Seniors not in an economic family,,,,6.3
2022,"Food insecure, severe",Canada,All genders,,Seniors not in an economic family,,,,3.5
2022,Food secure,Canada,Man+,,Senior men+ not in an economic family,,,,85.3
2022,Food insecure,Canada,Man+,,Senior men+ not in an economic family,,,,14.7
2022,"Food insecure, marginal",Canada,Man+,,Senior men+ not in an economic family,,,,3.9
2022,"Food insecure, moderate or severe",Canada,Man+,,Senior men+ not in an economic family,,,,10.8
2022,"Food insecure, moderate",Canada,Man+,,Senior men+ not in an economic family,,,,6.6
2022,"Food insecure, severe",Canada,Man+,,Senior men+ not in an economic family,,,,4.3
2022,Food secure,Canada,Woman+,,Senior women+ not in an economic family,,,,87.1
2022,Food insecure,Canada,Woman+,,Senior women+ not in an economic family,,,,12.9
2022,"Food insecure, marginal",Canada,Woman+,,Senior women+ not in an economic family,,,,3.7
2022,"Food insecure, moderate or severe",Canada,Woman+,,Senior women+ not in an economic family,,,,9.2
2022,"Food insecure, moderate",Canada,Woman+,,Senior women+ not in an economic family,,,,6.1
2022,"Food insecure, severe",Canada,Woman+,,Senior women+ not in an economic family,,,,3.1
2022,Food secure,Canada,All genders,,Non-seniors not in an economic family,,,,69.6
2022,Food insecure,Canada,All genders,,Non-seniors not in an economic family,,,,30.4
